base_sha	id	compilo	oraculo	estado	clasificacion
767c4e7a5beffdb81b5ca1a3798688dc8c2bef9a21993ae1ca3d5dab0a99494a	BASE	si	autoprueba	0	verde
767c4e7a5beffdb81b5ca1a3798688dc8c2bef9a21993ae1ca3d5dab0a99494a	M001	si	autoprueba	65	muerto
767c4e7a5beffdb81b5ca1a3798688dc8c2bef9a21993ae1ca3d5dab0a99494a	M002	si	autoprueba	65	muerto
767c4e7a5beffdb81b5ca1a3798688dc8c2bef9a21993ae1ca3d5dab0a99494a	M003	si	autoprueba	65	muerto
767c4e7a5beffdb81b5ca1a3798688dc8c2bef9a21993ae1ca3d5dab0a99494a	M004	si	autoprueba	65	muerto
767c4e7a5beffdb81b5ca1a3798688dc8c2bef9a21993ae1ca3d5dab0a99494a	M005	si	ast_tipado	1	muerto_ast
767c4e7a5beffdb81b5ca1a3798688dc8c2bef9a21993ae1ca3d5dab0a99494a	M006	si	ast_tipado	1	muerto_ast
767c4e7a5beffdb81b5ca1a3798688dc8c2bef9a21993ae1ca3d5dab0a99494a	M007	si	autoprueba	2	muerto
767c4e7a5beffdb81b5ca1a3798688dc8c2bef9a21993ae1ca3d5dab0a99494a	M008	si	ast_tipado	1	muerto_ast
767c4e7a5beffdb81b5ca1a3798688dc8c2bef9a21993ae1ca3d5dab0a99494a	M009	si	ast_tipado	1	muerto_ast
767c4e7a5beffdb81b5ca1a3798688dc8c2bef9a21993ae1ca3d5dab0a99494a	M010	si	ast_tipado	1	muerto_ast
767c4e7a5beffdb81b5ca1a3798688dc8c2bef9a21993ae1ca3d5dab0a99494a	M011	si	ast_tipado	1	muerto_ast
767c4e7a5beffdb81b5ca1a3798688dc8c2bef9a21993ae1ca3d5dab0a99494a	M012	si	ast_tipado	1	muerto_ast
767c4e7a5beffdb81b5ca1a3798688dc8c2bef9a21993ae1ca3d5dab0a99494a	M013	si	ast_tipado	1	muerto_ast
767c4e7a5beffdb81b5ca1a3798688dc8c2bef9a21993ae1ca3d5dab0a99494a	M014	si	autoprueba	65	muerto
767c4e7a5beffdb81b5ca1a3798688dc8c2bef9a21993ae1ca3d5dab0a99494a	M015	si	ast_tipado	1	muerto_ast
767c4e7a5beffdb81b5ca1a3798688dc8c2bef9a21993ae1ca3d5dab0a99494a	M016	si	autoprueba	65	muerto
767c4e7a5beffdb81b5ca1a3798688dc8c2bef9a21993ae1ca3d5dab0a99494a	M017	si	autoprueba	65	muerto
767c4e7a5beffdb81b5ca1a3798688dc8c2bef9a21993ae1ca3d5dab0a99494a	M018	si	autoprueba	65	muerto
767c4e7a5beffdb81b5ca1a3798688dc8c2bef9a21993ae1ca3d5dab0a99494a	M019	si	autoprueba	65	muerto
767c4e7a5beffdb81b5ca1a3798688dc8c2bef9a21993ae1ca3d5dab0a99494a	M020	si	ast_tipado	1	muerto_ast
767c4e7a5beffdb81b5ca1a3798688dc8c2bef9a21993ae1ca3d5dab0a99494a	M021	si	autoprueba	65	muerto
767c4e7a5beffdb81b5ca1a3798688dc8c2bef9a21993ae1ca3d5dab0a99494a	M022	si	autoprueba	65	muerto
767c4e7a5beffdb81b5ca1a3798688dc8c2bef9a21993ae1ca3d5dab0a99494a	M023	si	ast_tipado	1	muerto_ast
767c4e7a5beffdb81b5ca1a3798688dc8c2bef9a21993ae1ca3d5dab0a99494a	M024	si	ast_tipado	1	muerto_ast
767c4e7a5beffdb81b5ca1a3798688dc8c2bef9a21993ae1ca3d5dab0a99494a	M025	si	ast_tipado	1	muerto_ast
767c4e7a5beffdb81b5ca1a3798688dc8c2bef9a21993ae1ca3d5dab0a99494a	M026	si	ast_tipado	1	muerto_ast
767c4e7a5beffdb81b5ca1a3798688dc8c2bef9a21993ae1ca3d5dab0a99494a	M027	si	ast_tipado	1	muerto_ast
767c4e7a5beffdb81b5ca1a3798688dc8c2bef9a21993ae1ca3d5dab0a99494a	M028	si	ast_tipado	1	muerto_ast
767c4e7a5beffdb81b5ca1a3798688dc8c2bef9a21993ae1ca3d5dab0a99494a	M029	si	ast_tipado	1	muerto_ast
