base_sha	id	compilo	oraculo	estado	clasificacion
60def025db7355b81d3036998996e8e6643da1d8713a0510c218259d2921ba75	BASE	si	autoprueba	0	verde
60def025db7355b81d3036998996e8e6643da1d8713a0510c218259d2921ba75	M001	si	autoprueba	65	muerto
60def025db7355b81d3036998996e8e6643da1d8713a0510c218259d2921ba75	M002	si	autoprueba	65	muerto
60def025db7355b81d3036998996e8e6643da1d8713a0510c218259d2921ba75	M003	si	autoprueba	65	muerto
60def025db7355b81d3036998996e8e6643da1d8713a0510c218259d2921ba75	M004	si	autoprueba	65	muerto
60def025db7355b81d3036998996e8e6643da1d8713a0510c218259d2921ba75	M005	si	ast_tipado	1	muerto_ast
60def025db7355b81d3036998996e8e6643da1d8713a0510c218259d2921ba75	M006	si	ast_tipado	1	muerto_ast
60def025db7355b81d3036998996e8e6643da1d8713a0510c218259d2921ba75	M007	si	autoprueba	2	muerto
60def025db7355b81d3036998996e8e6643da1d8713a0510c218259d2921ba75	M008	si	ast_tipado	1	muerto_ast
60def025db7355b81d3036998996e8e6643da1d8713a0510c218259d2921ba75	M009	si	ast_tipado	1	muerto_ast
60def025db7355b81d3036998996e8e6643da1d8713a0510c218259d2921ba75	M010	si	ast_tipado	1	muerto_ast
60def025db7355b81d3036998996e8e6643da1d8713a0510c218259d2921ba75	M011	si	ast_tipado	1	muerto_ast
60def025db7355b81d3036998996e8e6643da1d8713a0510c218259d2921ba75	M012	si	ast_tipado	1	muerto_ast
60def025db7355b81d3036998996e8e6643da1d8713a0510c218259d2921ba75	M013	si	ast_tipado	1	muerto_ast
60def025db7355b81d3036998996e8e6643da1d8713a0510c218259d2921ba75	M014	si	autoprueba	65	muerto
60def025db7355b81d3036998996e8e6643da1d8713a0510c218259d2921ba75	M015	si	ast_tipado	1	muerto_ast
60def025db7355b81d3036998996e8e6643da1d8713a0510c218259d2921ba75	M016	si	autoprueba	65	muerto
60def025db7355b81d3036998996e8e6643da1d8713a0510c218259d2921ba75	M017	si	autoprueba	65	muerto
60def025db7355b81d3036998996e8e6643da1d8713a0510c218259d2921ba75	M018	si	autoprueba	65	muerto
60def025db7355b81d3036998996e8e6643da1d8713a0510c218259d2921ba75	M019	si	autoprueba	65	muerto
60def025db7355b81d3036998996e8e6643da1d8713a0510c218259d2921ba75	M020	si	ast_tipado	1	muerto_ast
60def025db7355b81d3036998996e8e6643da1d8713a0510c218259d2921ba75	M021	si	autoprueba	65	muerto
60def025db7355b81d3036998996e8e6643da1d8713a0510c218259d2921ba75	M022	si	autoprueba	65	muerto
60def025db7355b81d3036998996e8e6643da1d8713a0510c218259d2921ba75	M023	si	ast_tipado	1	muerto_ast
60def025db7355b81d3036998996e8e6643da1d8713a0510c218259d2921ba75	M024	si	ast_tipado	1	muerto_ast
60def025db7355b81d3036998996e8e6643da1d8713a0510c218259d2921ba75	M025	si	ast_tipado	1	muerto_ast
60def025db7355b81d3036998996e8e6643da1d8713a0510c218259d2921ba75	M026	si	ast_tipado	1	muerto_ast
60def025db7355b81d3036998996e8e6643da1d8713a0510c218259d2921ba75	M027	si	ast_tipado	1	muerto_ast
60def025db7355b81d3036998996e8e6643da1d8713a0510c218259d2921ba75	M028	si	ast_tipado	1	muerto_ast
60def025db7355b81d3036998996e8e6643da1d8713a0510c218259d2921ba75	M029	si	ast_tipado	1	muerto_ast
60def025db7355b81d3036998996e8e6643da1d8713a0510c218259d2921ba75	M030	si	autoprueba	65	muerto
60def025db7355b81d3036998996e8e6643da1d8713a0510c218259d2921ba75	M031	si	ast_tipado	1	muerto_ast
60def025db7355b81d3036998996e8e6643da1d8713a0510c218259d2921ba75	M032	si	ast_tipado	1	muerto_ast
60def025db7355b81d3036998996e8e6643da1d8713a0510c218259d2921ba75	M033	si	ast_tipado	1	muerto_ast
60def025db7355b81d3036998996e8e6643da1d8713a0510c218259d2921ba75	M034	si	ast_tipado	1	muerto_ast
60def025db7355b81d3036998996e8e6643da1d8713a0510c218259d2921ba75	M035	si	ast_tipado	1	muerto_ast
60def025db7355b81d3036998996e8e6643da1d8713a0510c218259d2921ba75	M036	si	autoprueba	65	muerto
60def025db7355b81d3036998996e8e6643da1d8713a0510c218259d2921ba75	M037	si	ast_tipado	1	muerto_ast
60def025db7355b81d3036998996e8e6643da1d8713a0510c218259d2921ba75	M038	si	autoprueba	65	muerto
60def025db7355b81d3036998996e8e6643da1d8713a0510c218259d2921ba75	M039	si	autoprueba	65	muerto
60def025db7355b81d3036998996e8e6643da1d8713a0510c218259d2921ba75	M040	si	autoprueba	65	muerto
60def025db7355b81d3036998996e8e6643da1d8713a0510c218259d2921ba75	M041	si	autoprueba	65	muerto
60def025db7355b81d3036998996e8e6643da1d8713a0510c218259d2921ba75	M042	si	ast_tipado	1	muerto_ast
60def025db7355b81d3036998996e8e6643da1d8713a0510c218259d2921ba75	M043	si	ast_tipado	1	muerto_ast
60def025db7355b81d3036998996e8e6643da1d8713a0510c218259d2921ba75	M044	si	ast_tipado	1	muerto_ast
60def025db7355b81d3036998996e8e6643da1d8713a0510c218259d2921ba75	M045	si	ast_tipado	1	muerto_ast
60def025db7355b81d3036998996e8e6643da1d8713a0510c218259d2921ba75	M046	si	ast_tipado	1	muerto_ast
60def025db7355b81d3036998996e8e6643da1d8713a0510c218259d2921ba75	M047	si	ast_tipado	1	muerto_ast
60def025db7355b81d3036998996e8e6643da1d8713a0510c218259d2921ba75	M048	si	ast_tipado	1	muerto_ast
60def025db7355b81d3036998996e8e6643da1d8713a0510c218259d2921ba75	M049	si	ast_tipado	1	muerto_ast
60def025db7355b81d3036998996e8e6643da1d8713a0510c218259d2921ba75	M050	si	ast_tipado	1	muerto_ast
60def025db7355b81d3036998996e8e6643da1d8713a0510c218259d2921ba75	M051	si	ast_tipado	1	muerto_ast
60def025db7355b81d3036998996e8e6643da1d8713a0510c218259d2921ba75	M052	si	ast_tipado	1	muerto_ast
60def025db7355b81d3036998996e8e6643da1d8713a0510c218259d2921ba75	M053	si	ast_tipado	1	muerto_ast
60def025db7355b81d3036998996e8e6643da1d8713a0510c218259d2921ba75	M054	si	ast_tipado	1	muerto_ast
60def025db7355b81d3036998996e8e6643da1d8713a0510c218259d2921ba75	M055	si	ast_tipado	1	muerto_ast
60def025db7355b81d3036998996e8e6643da1d8713a0510c218259d2921ba75	M056	si	autoprueba	65	muerto
60def025db7355b81d3036998996e8e6643da1d8713a0510c218259d2921ba75	M057	si	ast_tipado	1	muerto_ast
60def025db7355b81d3036998996e8e6643da1d8713a0510c218259d2921ba75	M058	si	ast_tipado	1	muerto_ast
60def025db7355b81d3036998996e8e6643da1d8713a0510c218259d2921ba75	M059	si	ast_tipado	1	muerto_ast
60def025db7355b81d3036998996e8e6643da1d8713a0510c218259d2921ba75	M060	si	ast_tipado	1	muerto_ast
60def025db7355b81d3036998996e8e6643da1d8713a0510c218259d2921ba75	M061	si	ast_tipado	1	muerto_ast
60def025db7355b81d3036998996e8e6643da1d8713a0510c218259d2921ba75	M062	si	ast_tipado	1	muerto_ast
60def025db7355b81d3036998996e8e6643da1d8713a0510c218259d2921ba75	M063	si	ast_tipado	1	muerto_ast
60def025db7355b81d3036998996e8e6643da1d8713a0510c218259d2921ba75	M064	si	ast_tipado	1	muerto_ast
60def025db7355b81d3036998996e8e6643da1d8713a0510c218259d2921ba75	M065	si	ast_tipado	1	muerto_ast
60def025db7355b81d3036998996e8e6643da1d8713a0510c218259d2921ba75	M066	si	ast_tipado	1	muerto_ast
60def025db7355b81d3036998996e8e6643da1d8713a0510c218259d2921ba75	M067	si	ast_tipado	1	muerto_ast
60def025db7355b81d3036998996e8e6643da1d8713a0510c218259d2921ba75	M068	si	ast_tipado	1	muerto_ast
60def025db7355b81d3036998996e8e6643da1d8713a0510c218259d2921ba75	M069	si	ast_tipado	1	muerto_ast
60def025db7355b81d3036998996e8e6643da1d8713a0510c218259d2921ba75	M070	si	ast_tipado	1	muerto_ast
60def025db7355b81d3036998996e8e6643da1d8713a0510c218259d2921ba75	M071	si	ast_tipado	1	muerto_ast
60def025db7355b81d3036998996e8e6643da1d8713a0510c218259d2921ba75	M072	si	ast_tipado	1	muerto_ast
60def025db7355b81d3036998996e8e6643da1d8713a0510c218259d2921ba75	M073	si	ast_tipado	1	muerto_ast
60def025db7355b81d3036998996e8e6643da1d8713a0510c218259d2921ba75	M074	si	ast_tipado	1	muerto_ast
60def025db7355b81d3036998996e8e6643da1d8713a0510c218259d2921ba75	M075	si	ast_tipado	1	muerto_ast
60def025db7355b81d3036998996e8e6643da1d8713a0510c218259d2921ba75	M076	si	ast_tipado	1	muerto_ast
60def025db7355b81d3036998996e8e6643da1d8713a0510c218259d2921ba75	M077	si	ast_tipado	1	muerto_ast
60def025db7355b81d3036998996e8e6643da1d8713a0510c218259d2921ba75	M078	si	ast_tipado	1	muerto_ast
